episode_id,scene_id,difficulty,body_margin,steps,success,collision,stuck,rejected,near_collision,min_clearance,recover_triggers,memory_writes
hm3d_narrow_000026,00812-mma8eWq3nNQ,narrow,0.0701,500,0.0,0.0,1.0,0.0,1.0,-0.17123694717884064,0,0
hm3d_narrow_000027,00812-mma8eWq3nNQ,narrow,0.0853,500,0.0,0.0,0.0,0.0,1.0,-0.15008167922496796,0,0
hm3d_narrow_000025,00812-mma8eWq3nNQ,normal,0.1656,500,0.0,0.0,0.0,0.0,1.0,-0.13926443457603455,0,0
hm3d_narrow_000029,00812-mma8eWq3nNQ,narrow,0.1041,500,0.0,0.0,0.0,0.0,1.0,-0.14476720988750458,0,0
hm3d_narrow_000022,00812-mma8eWq3nNQ,narrow,0.0352,500,0.0,0.0,0.0,0.0,1.0,-0.17123426496982574,0,0
hm3d_narrow_000021,00812-mma8eWq3nNQ,narrow,0.0206,500,0.0,0.0,0.0,0.0,1.0,-0.1714509278535843,0,0
hm3d_narrow_000024,00812-mma8eWq3nNQ,wide,0.4601,500,0.0,0.0,0.0,0.0,1.0,-0.16956622898578644,0,0
hm3d_narrow_000023,00812-mma8eWq3nNQ,normal,0.2256,500,0.0,0.0,0.0,0.0,1.0,-0.13921329379081726,0,0
hm3d_narrow_000020,00812-mma8eWq3nNQ,narrow,0.0311,500,0.0,0.0,1.0,0.0,1.0,-0.17022553086280823,0,0
hm3d_narrow_000028,00812-mma8eWq3nNQ,narrow,0.0663,500,0.0,0.0,1.0,0.0,1.0,-0.1720702350139618,0,0
hm3d_narrow_000008,00832-qyAac8rV8Zk,narrow,0.0649,500,0.0,0.0,0.0,0.0,1.0,-0.16987410187721252,0,0
hm3d_narrow_000004,00832-qyAac8rV8Zk,normal,0.3876,500,0.0,0.0,1.0,0.0,1.0,-0.171621173620224,0,0
hm3d_narrow_000005,00832-qyAac8rV8Zk,normal,0.3156,500,0.0,0.0,0.0,0.0,1.0,-0.1709546446800232,0,0
hm3d_narrow_000001,00832-qyAac8rV8Zk,normal,0.2931,500,0.0,0.0,1.0,0.0,1.0,-0.17280198633670807,0,0
hm3d_narrow_000009,00832-qyAac8rV8Zk,narrow,0.1024,500,0.0,0.0,1.0,0.0,1.0,-0.17261306941509247,0,0
hm3d_narrow_000002,00832-qyAac8rV8Zk,narrow,0.0511,500,0.0,0.0,0.0,0.0,1.0,-0.1360933631658554,0,0
hm3d_narrow_000007,00832-qyAac8rV8Zk,normal,0.2711,500,0.0,0.0,0.0,0.0,1.0,-0.17211109399795532,0,0
hm3d_narrow_000006,00832-qyAac8rV8Zk,narrow,0.0592,500,0.0,0.0,0.0,0.0,1.0,-0.17220868170261383,0,0
hm3d_narrow_000003,00832-qyAac8rV8Zk,narrow,0.109,500,0.0,0.0,0.0,0.0,1.0,-0.1707635372877121,0,0
hm3d_narrow_000000,00832-qyAac8rV8Zk,wide,0.6247,500,0.0,0.0,1.0,0.0,1.0,-0.17066842317581177,0,0
hm3d_narrow_000011,00879-7Ukhou1GxYi,narrow,0.0438,500,0.0,0.0,0.0,0.0,1.0,-0.1719520539045334,0,0
hm3d_narrow_000010,00879-7Ukhou1GxYi,narrow,0.0772,500,0.0,0.0,1.0,0.0,1.0,-0.17125119268894196,0,0
hm3d_narrow_000017,00879-7Ukhou1GxYi,normal,0.2182,500,0.0,0.0,1.0,0.0,1.0,-0.17125117778778076,0,0
hm3d_narrow_000013,00879-7Ukhou1GxYi,normal,0.3149,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000019,00879-7Ukhou1GxYi,narrow,0.0709,500,0.0,0.0,1.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000014,00879-7Ukhou1GxYi,normal,0.3289,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000016,00879-7Ukhou1GxYi,normal,0.2201,500,0.0,0.0,1.0,0.0,1.0,-0.17041797935962677,0,0
hm3d_narrow_000018,00879-7Ukhou1GxYi,narrow,0.0938,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000015,00879-7Ukhou1GxYi,normal,0.1825,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000012,00879-7Ukhou1GxYi,narrow,0.0107,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000073,00827-BAbdmeyTvMZ,narrow,0.1413,500,0.0,0.0,1.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000071,00827-BAbdmeyTvMZ,narrow,0.1449,500,0.0,0.0,1.0,0.0,1.0,-0.17091192305088043,0,0
hm3d_narrow_000078,00827-BAbdmeyTvMZ,narrow,0.0161,500,0.0,0.0,0.0,0.0,1.0,-0.16923828423023224,0,0
hm3d_narrow_000074,00827-BAbdmeyTvMZ,normal,0.1792,500,0.0,0.0,1.0,0.0,1.0,-0.1675347536802292,0,0
hm3d_narrow_000076,00827-BAbdmeyTvMZ,normal,0.1925,500,0.0,0.0,1.0,0.0,1.0,-0.146004781126976,0,0
hm3d_narrow_000075,00827-BAbdmeyTvMZ,normal,0.1531,500,0.0,0.0,0.0,0.0,1.0,-0.17089001834392548,0,0
hm3d_narrow_000072,00827-BAbdmeyTvMZ,normal,0.2783,500,0.0,0.0,0.0,0.0,1.0,-0.16531234979629517,0,0
hm3d_narrow_000077,00827-BAbdmeyTvMZ,narrow,0.1221,500,0.0,0.0,1.0,0.0,1.0,-0.16937944293022156,0,0
hm3d_narrow_000070,00827-BAbdmeyTvMZ,narrow,0.1377,500,0.0,0.0,1.0,0.0,1.0,-0.1695484220981598,0,0
hm3d_narrow_000079,00827-BAbdmeyTvMZ,narrow,0.0221,500,0.0,0.0,0.0,0.0,1.0,-0.14337366819381714,0,0
hm3d_narrow_000123,00862-LT9Jq6dN3Ea,wide,0.5214,500,0.0,0.0,0.0,0.0,1.0,-0.1708473116159439,0,0
