episode_id,scene_id,difficulty,body_margin,steps,success,collision,stuck,rejected,near_collision,min_clearance,recover_triggers,memory_writes
hm3d_narrow_000026,00812-mma8eWq3nNQ,narrow,0.0701,500,0.0,0.0,0.0,0.0,1.0,-0.16854068636894226,0,0
hm3d_narrow_000027,00812-mma8eWq3nNQ,narrow,0.0853,500,0.0,0.0,0.0,0.0,1.0,-0.17055319249629974,0,0
hm3d_narrow_000025,00812-mma8eWq3nNQ,normal,0.1656,500,0.0,0.0,0.0,0.0,1.0,-0.17106808722019196,0,0
hm3d_narrow_000029,00812-mma8eWq3nNQ,narrow,0.1041,500,0.0,0.0,0.0,0.0,1.0,-0.168194979429245,0,0
hm3d_narrow_000022,00812-mma8eWq3nNQ,narrow,0.0352,500,0.0,0.0,0.0,0.0,1.0,-0.1684398502111435,0,0
hm3d_narrow_000021,00812-mma8eWq3nNQ,narrow,0.0206,500,0.0,0.0,0.0,0.0,1.0,-0.17006009817123413,0,0
hm3d_narrow_000024,00812-mma8eWq3nNQ,wide,0.4601,500,0.0,0.0,0.0,0.0,1.0,-0.16884353756904602,0,0
hm3d_narrow_000023,00812-mma8eWq3nNQ,normal,0.2256,500,0.0,0.0,0.0,0.0,1.0,-0.17106939852237701,0,0
hm3d_narrow_000020,00812-mma8eWq3nNQ,narrow,0.0311,500,0.0,0.0,0.0,0.0,1.0,-0.15293100476264954,0,0
hm3d_narrow_000028,00812-mma8eWq3nNQ,narrow,0.0663,500,0.0,0.0,0.0,0.0,1.0,-0.16985440254211426,0,0
hm3d_narrow_000008,00832-qyAac8rV8Zk,narrow,0.0649,500,0.0,0.0,0.0,0.0,1.0,-0.17144227027893066,0,0
hm3d_narrow_000004,00832-qyAac8rV8Zk,normal,0.3876,500,0.0,0.0,0.0,0.0,1.0,-0.1723252534866333,0,0
hm3d_narrow_000005,00832-qyAac8rV8Zk,normal,0.3156,500,1.0,0.0,0.0,0.0,1.0,-0.17308731377124786,0,0
hm3d_narrow_000001,00832-qyAac8rV8Zk,normal,0.2931,500,0.0,0.0,0.0,0.0,1.0,-0.1709655225276947,0,0
hm3d_narrow_000009,00832-qyAac8rV8Zk,narrow,0.1024,500,0.0,0.0,0.0,0.0,1.0,-0.17225341498851776,0,0
hm3d_narrow_000002,00832-qyAac8rV8Zk,narrow,0.0511,500,0.0,0.0,0.0,0.0,1.0,-0.17162030935287476,0,0
hm3d_narrow_000007,00832-qyAac8rV8Zk,normal,0.2711,500,0.0,0.0,0.0,0.0,1.0,-0.1718512624502182,0,0
hm3d_narrow_000006,00832-qyAac8rV8Zk,narrow,0.0592,500,0.0,0.0,0.0,0.0,1.0,-0.17290490865707397,0,0
hm3d_narrow_000003,00832-qyAac8rV8Zk,narrow,0.109,500,0.0,0.0,0.0,0.0,1.0,-0.16988836228847504,0,0
hm3d_narrow_000000,00832-qyAac8rV8Zk,wide,0.6247,500,0.0,0.0,0.0,0.0,1.0,-0.17127111554145813,0,0
hm3d_narrow_000011,00879-7Ukhou1GxYi,narrow,0.0438,500,0.0,0.0,0.0,0.0,1.0,-0.1243211179971695,0,0
hm3d_narrow_000010,00879-7Ukhou1GxYi,narrow,0.0772,500,0.0,0.0,0.0,0.0,1.0,-0.17127922177314758,0,0
hm3d_narrow_000017,00879-7Ukhou1GxYi,normal,0.2182,500,0.0,0.0,1.0,0.0,1.0,-0.17133866250514984,0,0
hm3d_narrow_000013,00879-7Ukhou1GxYi,normal,0.3149,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000019,00879-7Ukhou1GxYi,narrow,0.0709,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000014,00879-7Ukhou1GxYi,normal,0.3289,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000016,00879-7Ukhou1GxYi,normal,0.2201,500,0.0,0.0,1.0,0.0,1.0,-0.17122261226177216,0,0
hm3d_narrow_000018,00879-7Ukhou1GxYi,narrow,0.0938,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000015,00879-7Ukhou1GxYi,normal,0.1825,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000012,00879-7Ukhou1GxYi,narrow,0.0107,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000073,00827-BAbdmeyTvMZ,narrow,0.1413,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000071,00827-BAbdmeyTvMZ,narrow,0.1449,500,0.0,0.0,0.0,0.0,1.0,-0.16654230654239655,0,0
hm3d_narrow_000078,00827-BAbdmeyTvMZ,narrow,0.0161,500,0.0,0.0,0.0,0.0,1.0,-0.16657738387584686,0,0
hm3d_narrow_000074,00827-BAbdmeyTvMZ,normal,0.1792,500,0.0,0.0,0.0,0.0,1.0,-0.17200276255607605,0,0
hm3d_narrow_000076,00827-BAbdmeyTvMZ,normal,0.1925,500,0.0,0.0,0.0,0.0,1.0,-0.17071647942066193,0,0
hm3d_narrow_000075,00827-BAbdmeyTvMZ,normal,0.1531,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000072,00827-BAbdmeyTvMZ,normal,0.2783,500,0.0,0.0,1.0,0.0,1.0,-0.1677703857421875,0,0
hm3d_narrow_000077,00827-BAbdmeyTvMZ,narrow,0.1221,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000070,00827-BAbdmeyTvMZ,narrow,0.1377,500,0.0,0.0,1.0,0.0,1.0,-0.17050106823444366,0,0
hm3d_narrow_000079,00827-BAbdmeyTvMZ,narrow,0.0221,500,0.0,0.0,0.0,0.0,1.0,-0.13618159294128418,0,0
hm3d_narrow_000123,00862-LT9Jq6dN3Ea,wide,0.5214,500,0.0,0.0,0.0,0.0,1.0,-0.17083647847175598,0,0
hm3d_narrow_000121,00862-LT9Jq6dN3Ea,normal,0.3339,500,0.0,0.0,0.0,0.0,1.0,-0.17230483889579773,0,0
hm3d_narrow_000120,00862-LT9Jq6dN3Ea,normal,0.3395,500,0.0,0.0,1.0,0.0,1.0,-0.16882754862308502,0,0
hm3d_narrow_000114,00862-LT9Jq6dN3Ea,normal,0.3689,500,0.0,0.0,0.0,0.0,1.0,-0.1742313653230667,0,0
hm3d_narrow_000119,00862-LT9Jq6dN3Ea,normal,0.3254,500,0.0,0.0,0.0,0.0,1.0,-0.17097638547420502,0,0
hm3d_narrow_000122,00862-LT9Jq6dN3Ea,normal,0.3811,500,0.0,0.0,0.0,0.0,1.0,-0.17140249907970428,0,0
hm3d_narrow_000115,00862-LT9Jq6dN3Ea,normal,0.3114,500,1.0,0.0,0.0,0.0,1.0,-0.17033322155475616,0,0
hm3d_narrow_000118,00862-LT9Jq6dN3Ea,narrow,0.1341,500,0.0,0.0,0.0,0.0,1.0,-0.17381055653095245,0,0
hm3d_narrow_000116,00862-LT9Jq6dN3Ea,normal,0.2413,500,0.0,0.0,0.0,0.0,1.0,-0.17145779728889465,0,0
hm3d_narrow_000117,00862-LT9Jq6dN3Ea,wide,0.5931,500,0.0,0.0,0.0,0.0,1.0,-0.17083603143692017,0,0
hm3d_narrow_000097,00861-GLAQ4DNUx5U,narrow,0.0727,500,0.0,0.0,0.0,0.0,1.0,-0.16547062993049622,0,0
hm3d_narrow_000093,00861-GLAQ4DNUx5U,narrow,0.0456,500,0.0,0.0,0.0,0.0,1.0,-0.1701076477766037,0,0
hm3d_narrow_000095,00861-GLAQ4DNUx5U,narrow,0.0084,500,0.0,0.0,0.0,0.0,1.0,-0.1723508983850479,0,0
hm3d_narrow_000092,00861-GLAQ4DNUx5U,normal,0.1973,500,1.0,0.0,0.0,0.0,1.0,-0.17104046046733856,0,0
hm3d_narrow_000098,00861-GLAQ4DNUx5U,narrow,0.0033,500,0.0,0.0,0.0,0.0,1.0,-0.1708606779575348,0,0
hm3d_narrow_000096,00861-GLAQ4DNUx5U,narrow,0.1307,500,0.0,0.0,0.0,0.0,1.0,-0.1695849448442459,0,0
hm3d_narrow_000099,00861-GLAQ4DNUx5U,narrow,0.0164,500,1.0,0.0,0.0,0.0,1.0,-0.16837775707244873,0,0
hm3d_narrow_000094,00861-GLAQ4DNUx5U,narrow,0.0808,500,0.0,0.0,0.0,0.0,1.0,-0.1503605842590332,0,0
hm3d_narrow_000153,00897-LEFTm3JecaC,wide,0.4393,500,0.0,0.0,0.0,0.0,1.0,-0.1702561229467392,0,0
hm3d_narrow_000155,00897-LEFTm3JecaC,wide,0.9153,500,0.0,0.0,0.0,0.0,1.0,-0.17103758454322815,0,0
hm3d_narrow_000151,00897-LEFTm3JecaC,narrow,0.0217,500,0.0,0.0,0.0,0.0,1.0,-0.1691976636648178,0,0
hm3d_narrow_000152,00897-LEFTm3JecaC,narrow,0.0792,500,0.0,0.0,0.0,0.0,1.0,-0.16949321329593658,0,0
hm3d_narrow_000150,00897-LEFTm3JecaC,wide,0.4816,500,0.0,0.0,0.0,0.0,1.0,-0.17132894694805145,0,0
hm3d_narrow_000156,00897-LEFTm3JecaC,narrow,0.0335,500,0.0,0.0,0.0,0.0,1.0,-0.1720772534608841,0,0
hm3d_narrow_000154,00897-LEFTm3JecaC,narrow,0.1006,500,0.0,0.0,0.0,0.0,1.0,-0.17119626700878143,0,0
hm3d_narrow_000080,00874-uSKXQ5fFg6u,narrow,0.0401,500,0.0,0.0,0.0,0.0,1.0,-0.1375516802072525,0,0
hm3d_narrow_000084,00874-uSKXQ5fFg6u,narrow,0.1049,500,0.0,0.0,0.0,0.0,1.0,-0.1694975197315216,0,0
hm3d_narrow_000082,00874-uSKXQ5fFg6u,normal,0.2234,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000087,00874-uSKXQ5fFg6u,narrow,0.1092,500,0.0,0.0,0.0,0.0,1.0,-0.17180705070495605,0,0
hm3d_narrow_000086,00874-uSKXQ5fFg6u,narrow,0.1245,500,0.0,0.0,0.0,0.0,1.0,-0.17008107900619507,0,0
hm3d_narrow_000081,00874-uSKXQ5fFg6u,narrow,0.0649,500,0.0,0.0,0.0,0.0,1.0,-0.16975033283233643,0,0
hm3d_narrow_000083,00874-uSKXQ5fFg6u,normal,0.2244,500,1.0,0.0,0.0,0.0,1.0,-0.17038144171237946,0,0
hm3d_narrow_000088,00874-uSKXQ5fFg6u,narrow,0.0096,500,0.0,0.0,0.0,0.0,1.0,-0.17180770635604858,0,0
hm3d_narrow_000085,00874-uSKXQ5fFg6u,narrow,0.0211,500,0.0,0.0,0.0,0.0,1.0,-0.17166829109191895,0,0
hm3d_narrow_000089,00874-uSKXQ5fFg6u,narrow,0.024,500,0.0,0.0,0.0,0.0,1.0,-0.18000000715255737,0,0
hm3d_narrow_000112,00851-YRUkbU5xsYj,normal,0.2692,500,0.0,0.0,0.0,0.0,1.0,-0.13712523877620697,0,0
hm3d_narrow_000111,00851-YRUkbU5xsYj,narrow,0.0745,500,0.0,0.0,0.0,0.0,1.0,-0.1708952933549881,0,0
hm3d_narrow_000105,00851-YRUkbU5xsYj,normal,0.3516,500,0.0,0.0,0.0,0.0,1.0,-0.17143943905830383,0,0
hm3d_narrow_000106,00851-YRUkbU5xsYj,normal,0.3598,500,0.0,0.0,0.0,0.0,1.0,-0.169137641787529,0,0
hm3d_narrow_000107,00851-YRUkbU5xsYj,narrow,0.0859,500,0.0,0.0,0.0,0.0,1.0,-0.17037755250930786,0,0
hm3d_narrow_000113,00851-YRUkbU5xsYj,normal,0.229,500,0.0,0.0,0.0,0.0,1.0,-0.1508750021457672,0,0
hm3d_narrow_000108,00851-YRUkbU5xsYj,narrow,0.0539,500,0.0,0.0,0.0,0.0,1.0,-0.17336928844451904,0,0
hm3d_narrow_000109,00851-YRUkbU5xsYj,normal,0.2586,500,0.0,0.0,0.0,0.0,1.0,-0.16853605210781097,0,0
hm3d_narrow_000110,00851-YRUkbU5xsYj,normal,0.1979,500,0.0,0.0,1.0,0.0,1.0,-0.17038488388061523,0,0
hm3d_narrow_000125,00865-fsQtJ8t3nTf,narrow,0.0602,500,0.0,0.0,0.0,0.0,1.0,-0.13683325052261353,0,0
hm3d_narrow_000130,00865-fsQtJ8t3nTf,normal,0.1605,500,0.0,0.0,0.0,0.0,1.0,-0.16247546672821045,0,0
hm3d_narrow_000128,00865-fsQtJ8t3nTf,narrow,0.1434,500,0.0,0.0,0.0,0.0,1.0,-0.1717720627784729,0,0
hm3d_narrow_000124,00865-fsQtJ8t3nTf,narrow,0.1318,500,0.0,0.0,0.0,0.0,1.0,-0.13795463740825653,0,0
hm3d_narrow_000126,00865-fsQtJ8t3nTf,narrow,0.1236,500,0.0,0.0,0.0,0.0,1.0,-0.15356241166591644,0,0
hm3d_narrow_000127,00865-fsQtJ8t3nTf,narrow,0.0294,500,0.0,0.0,0.0,0.0,1.0,-0.15216904878616333,0,0
hm3d_narrow_000131,00865-fsQtJ8t3nTf,narrow,0.1439,500,0.0,0.0,1.0,0.0,1.0,-0.17160555720329285,0,0
hm3d_narrow_000129,00865-fsQtJ8t3nTf,narrow,0.1055,500,0.0,0.0,0.0,0.0,1.0,-0.13660459220409393,0,0
hm3d_narrow_000040,00836-7GAhQPFzMot,normal,0.1617,500,0.0,0.0,0.0,0.0,1.0,-0.17099562287330627,0,0
hm3d_narrow_000042,00836-7GAhQPFzMot,narrow,0.0426,500,0.0,0.0,0.0,0.0,1.0,-0.1689712554216385,0,0
hm3d_narrow_000047,00836-7GAhQPFzMot,normal,0.1521,500,0.0,0.0,0.0,0.0,1.0,-0.1714319884777069,0,0
hm3d_narrow_000041,00836-7GAhQPFzMot,wide,0.5214,500,0.0,0.0,0.0,0.0,1.0,-0.17185629904270172,0,0
hm3d_narrow_000046,00836-7GAhQPFzMot,narrow,0.0972,500,0.0,0.0,0.0,0.0,1.0,-0.14074279367923737,0,0
hm3d_narrow_000043,00836-7GAhQPFzMot,normal,0.2007,500,0.0,0.0,0.0,0.0,1.0,-0.171012282371521,0,0
hm3d_narrow_000049,00836-7GAhQPFzMot,wide,0.5861,500,0.0,0.0,0.0,0.0,1.0,-0.17154039442539215,0,0
hm3d_narrow_000048,00836-7GAhQPFzMot,narrow,0.0935,500,0.0,0.0,0.0,0.0,1.0,-0.1348237246274948,0,0
hm3d_narrow_000045,00836-7GAhQPFzMot,normal,0.1651,500,0.0,0.0,0.0,0.0,1.0,-0.1700955480337143,0,0
hm3d_narrow_000044,00836-7GAhQPFzMot,narrow,0.0938,500,0.0,0.0,0.0,0.0,1.0,-0.17072898149490356,0,0
hm3d_narrow_000034,00885-dVW2D7TDctW,normal,0.3009,500,0.0,0.0,0.0,0.0,1.0,-0.16977524757385254,0,0
hm3d_narrow_000039,00885-dVW2D7TDctW,normal,0.2361,500,0.0,0.0,0.0,0.0,1.0,-0.1702348291873932,0,0
hm3d_narrow_000033,00885-dVW2D7TDctW,wide,0.6984,500,0.0,0.0,0.0,0.0,1.0,-0.17117612063884735,0,0
hm3d_narrow_000035,00885-dVW2D7TDctW,normal,0.1955,500,1.0,0.0,0.0,0.0,1.0,-0.17130200564861298,0,0
hm3d_narrow_000032,00885-dVW2D7TDctW,normal,0.3339,500,0.0,0.0,0.0,0.0,1.0,-0.15015216171741486,0,0
hm3d_narrow_000038,00885-dVW2D7TDctW,wide,0.4594,500,0.0,0.0,0.0,0.0,1.0,-0.17103132605552673,0,0
hm3d_narrow_000030,00885-dVW2D7TDctW,wide,0.6088,500,0.0,0.0,0.0,0.0,1.0,-0.17163284122943878,0,0
hm3d_narrow_000036,00885-dVW2D7TDctW,normal,0.1614,500,0.0,0.0,0.0,0.0,1.0,-0.10989847034215927,0,0
hm3d_narrow_000031,00885-dVW2D7TDctW,normal,0.294,500,0.0,0.0,0.0,0.0,1.0,-0.17005079984664917,0,0
hm3d_narrow_000037,00885-dVW2D7TDctW,narrow,0.1172,500,0.0,0.0,0.0,0.0,1.0,-0.167610302567482,0,0
hm3d_narrow_000090,00845-c3WKCnkEdha,normal,0.2541,500,0.0,0.0,0.0,0.0,1.0,-0.17022743821144104,0,0
hm3d_narrow_000091,00845-c3WKCnkEdha,narrow,0.0294,500,1.0,0.0,0.0,0.0,1.0,-0.17129096388816833,0,0
hm3d_narrow_000148,00853-5cdEh9F2hJL,narrow,0.0062,500,0.0,0.0,0.0,0.0,1.0,-0.16984587907791138,0,0
hm3d_narrow_000149,00853-5cdEh9F2hJL,narrow,0.1142,500,0.0,0.0,0.0,0.0,1.0,-0.16996422410011292,0,0
hm3d_narrow_000144,00853-5cdEh9F2hJL,narrow,0.0106,500,0.0,0.0,0.0,0.0,1.0,-0.17381221055984497,0,0
hm3d_narrow_000147,00853-5cdEh9F2hJL,narrow,0.0475,500,0.0,0.0,0.0,0.0,1.0,-0.17084331810474396,0,0
hm3d_narrow_000146,00853-5cdEh9F2hJL,narrow,0.1268,500,0.0,0.0,1.0,0.0,1.0,-0.17018873989582062,0,0
hm3d_narrow_000145,00853-5cdEh9F2hJL,wide,0.4735,500,0.0,0.0,0.0,0.0,1.0,-0.16994021832942963,0,0
hm3d_narrow_000060,00864-QHhQZWdMpGJ,narrow,0.0862,500,0.0,0.0,1.0,0.0,1.0,-0.1711900532245636,0,0
hm3d_narrow_000062,00864-QHhQZWdMpGJ,narrow,0.1439,500,0.0,0.0,0.0,0.0,1.0,-0.17154483497142792,0,0
hm3d_narrow_000068,00864-QHhQZWdMpGJ,wide,0.9289,500,0.0,0.0,0.0,0.0,1.0,-0.1709671914577484,0,0
hm3d_narrow_000066,00864-QHhQZWdMpGJ,narrow,0.0726,500,1.0,0.0,0.0,0.0,1.0,-0.16947588324546814,0,0
hm3d_narrow_000063,00864-QHhQZWdMpGJ,normal,0.1913,500,0.0,0.0,0.0,0.0,1.0,-0.1689148098230362,0,0
hm3d_narrow_000065,00864-QHhQZWdMpGJ,normal,0.1642,500,0.0,0.0,0.0,0.0,1.0,-0.17062747478485107,0,0
hm3d_narrow_000061,00864-QHhQZWdMpGJ,wide,0.831,500,0.0,0.0,0.0,0.0,1.0,-0.15176990628242493,0,0
hm3d_narrow_000069,00864-QHhQZWdMpGJ,normal,0.2581,500,0.0,0.0,0.0,0.0,1.0,-0.17086920142173767,0,0
hm3d_narrow_000064,00864-QHhQZWdMpGJ,narrow,0.0729,500,0.0,0.0,0.0,0.0,1.0,-0.17216943204402924,0,0
hm3d_narrow_000067,00864-QHhQZWdMpGJ,wide,1.0308,500,0.0,0.0,1.0,0.0,1.0,-0.16994138062000275,0,0
hm3d_narrow_000137,00833-dHwjuKfkRUR,narrow,0.1343,500,0.0,0.0,0.0,0.0,1.0,-0.17110897600650787,0,0
hm3d_narrow_000135,00833-dHwjuKfkRUR,normal,0.1529,500,0.0,0.0,1.0,0.0,1.0,-0.16968567669391632,0,0
hm3d_narrow_000139,00833-dHwjuKfkRUR,wide,0.5752,500,0.0,0.0,0.0,0.0,1.0,-0.17185288667678833,0,0
hm3d_narrow_000132,00833-dHwjuKfkRUR,normal,0.2734,500,0.0,0.0,0.0,0.0,1.0,-0.1362110823392868,0,0
hm3d_narrow_000133,00833-dHwjuKfkRUR,wide,0.4865,500,0.0,0.0,1.0,0.0,1.0,-0.17184878885746002,0,0
hm3d_narrow_000138,00833-dHwjuKfkRUR,normal,0.3307,500,0.0,0.0,0.0,0.0,1.0,-0.17191801965236664,0,0
hm3d_narrow_000140,00833-dHwjuKfkRUR,normal,0.3332,500,0.0,0.0,0.0,0.0,1.0,-0.1703982651233673,0,0
hm3d_narrow_000134,00833-dHwjuKfkRUR,wide,0.7903,500,0.0,0.0,0.0,0.0,1.0,-0.17290857434272766,0,0
hm3d_narrow_000141,00833-dHwjuKfkRUR,normal,0.2123,500,0.0,0.0,0.0,0.0,1.0,-0.17183786630630493,0,0
hm3d_narrow_000136,00833-dHwjuKfkRUR,normal,0.3234,500,0.0,0.0,0.0,0.0,1.0,-0.1669769138097763,0,0
hm3d_narrow_000059,00817-X4qjx5vquwH,wide,0.7829,500,0.0,0.0,0.0,0.0,1.0,-0.16827842593193054,0,0
hm3d_narrow_000054,00817-X4qjx5vquwH,wide,0.4303,500,1.0,0.0,0.0,0.0,1.0,-0.16633562743663788,0,0
hm3d_narrow_000056,00817-X4qjx5vquwH,wide,0.814,500,0.0,0.0,0.0,0.0,1.0,-0.17348991334438324,0,0
hm3d_narrow_000055,00817-X4qjx5vquwH,normal,0.2176,500,0.0,0.0,1.0,0.0,1.0,-0.17181143164634705,0,0
hm3d_narrow_000051,00817-X4qjx5vquwH,wide,0.446,500,0.0,0.0,0.0,0.0,1.0,-0.17189763486385345,0,0
hm3d_narrow_000057,00817-X4qjx5vquwH,narrow,0.0264,500,0.0,0.0,0.0,0.0,1.0,-0.16819386184215546,0,0
